Date,Temp,Sal,Nitrate,Nitrite,Ammonium,DIN,Phosphate,Phytopl,Diatoms,Flag,Phytopl_C,Diatom_C,Flag_C,Analyst
1964-03-21T09:00,2.7,33.502,,,,,,,,,,,,
1964-03-23T10:10,2.8,33.628,6.5,0.71,7.5,14.71,,127720,1720,126000,20.91,16.44,4.47,Erik Hagmeier
1964-03-24T09:00,2.6,33.539,,,,,,,,,,,,
1964-03-25T09:55,2.8,33.648,7.43,0.91,7.8,16.14,0.85,87200,200,87000,3.84,0.8,3.04,Erik Hagmeier
1964-03-26T09:00,2.9,33.846,,,,,,,,,,,,
1964-03-31T10:00,2.8,33.538,8.36,0.94,9.1,18.4,0.57,55000,0,55000,1.1,0,1.1,Erik Hagmeier
1964-04-01T09:00,2.7,33.578,,,,,,,,,,,,
1964-04-02T09:50,2.6,33.519,7.14,0.76,7.1,15,0.89,187200,200,187000,7.68,1.04,6.64,Erik Hagmeier
1964-04-03T09:00,2.5,33.069,,,,,,,,,,,,
1964-04-06T09:50,2.8,33.31,12.93,1.11,10,24.04,0.71,197520,1240,196280,8.17,1.09,7.08,Erik Hagmeier
1964-04-08T09:15,3.2,33.201,8.07,0.78,9.6,18.45,,207920,880,207040,23,14.71,8.29,Erik Hagmeier
1964-04-10T09:40,3.4,33.196,7.78,0.72,8.4,16.9,0.71,210240,120,210120,7.79,0.24,7.55,Erik Hagmeier
1964-04-13T09:55,3.6,33.431,9.21,0.91,8.6,18.72,0.62,224160,1160,223000,7.76,0.55,7.21,Erik Hagmeier
1964-04-14T09:00,3.6,33.518,,,,,,,,,,,,
1964-04-15T08:50,3.6,33.613,8.14,0.91,6.4,15.45,0.67,267080,1920,265160,11.67,2.71,8.97,Erik Hagmeier
1964-04-16T09:00,3.7,33.56,,,,,,,,,,,,
1964-04-17T10:50,4,33.586,8.36,0.9,6.4,15.66,0.55,288680,1680,287000,70.15,61.01,9.14,Erik Hagmeier
1964-04-18T09:00,4.1,33.595,,,,,,,,,,,,
1964-04-20T09:40,4.7,32.916,10.36,0.88,8.3,19.54,0.56,240280,2280,238000,12.7,5.04,7.66,Erik Hagmeier
1964-04-21T09:00,6,30.703,,,,,,,,,,,,
1964-04-22T09:50,6,31.385,18.57,1.31,8.5,28.38,0.55,222440,2440,220000,10.74,3.44,7.3,Erik Hagmeier
1964-04-23T09:00,5.3,32.597,,,,,,,,,,,,
1964-04-24T09:30,5.4,32.765,12.71,1.04,8.3,22.05,0.43,191760,760,191000,11.59,4.52,7.07,Erik Hagmeier
1964-04-27T09:50,6,32.262,16.14,1.15,9.3,26.59,0.33,126560,3560,123000,36.26,32.5,3.76,Erik Hagmeier
1964-04-28T09:00,6,32.381,,,,,,,,,,,,
1964-04-29T09:50,5.6,32.9,11.21,0.9,9,21.11,0.99,402480,9980,392500,48.48,37.84,10.64,Erik Hagmeier
1964-04-30T09:00,6,33.172,,,,,,,,,,,,
1964-05-04T09:50,6.3,32.325,7.07,0.53,5.8,13.4,,154360,2160,152200,8.16,2.91,5.25,Erik Hagmeier
1964-05-05T09:00,6.3,33.113,,,,,,,,,,,,
1964-05-06T09:45,6.8,32.825,5.5,0.4,4.1,10,,104640,2320,102320,19.96,15.82,4.14,Erik Hagmeier
1964-05-08T10:05,7,32.959,5.78,0.31,5.1,11.19,,183920,920,183000,9.48,1.1,8.38,Erik Hagmeier
1964-05-14T10:45,7.1,33.293,7.43,0.37,5.1,12.9,,171840,640,171200,7.96,2.24,5.72,Erik Hagmeier
1964-05-15T11:15,7.5,33.207,8.21,0.41,4.6,13.22,,388440,1040,387400,16.22,2.16,14.06,Erik Hagmeier
1964-05-16T09:00,8,32.825,,,,,,,,,,,,
1964-05-19T09:55,9.2,31.827,13.36,0.62,6.3,20.28,0.36,185480,1240,184240,8.2,2.28,5.92,Erik Hagmeier
1964-05-20T09:00,8.7,32.688,,,,,,,,,,,,
1964-05-21T09:15,9.6,31.368,16.07,0.75,7.2,24.02,0.23,147120,840,146280,6.01,0.78,5.23,Erik Hagmeier
1964-05-22T09:00,9.9,31.642,,,,,,,,,,,,
1964-05-25T09:40,10.2,32.51,8,0.34,4.8,13.14,0.37,237280,560,236720,7.5,0.38,7.12,Erik Hagmeier
1964-05-26T08:05,9.4,32.851,8.07,0.39,8.6,17.06,0.22,117960,1720,116240,5.75,1.68,4.07,Erik Hagmeier
1964-05-27T09:40,9.5,32.923,6.93,0.33,4.6,11.86,0.16,132520,48120,84400,4.37,1.24,3.13,Erik Hagmeier
1964-05-29T08:30,10.8,32.472,8.57,0.29,5.5,14.36,0.19,81440,200,81240,3.64,0.24,3.4,Erik Hagmeier
1964-06-03T08:00,10.3,32.462,7.28,0.31,7.3,14.89,0.32,190560,320,190240,7.42,0.88,6.54,Erik Hagmeier
1964-06-04T09:00,10.4,31.972,,,,,,,,,,,,
1964-06-05T08:30,12,31.484,4.14,0.21,7.9,12.25,0.21,,,,,,,
1964-06-08T09:00,11.4,32.609,,,,,,,,,,,,
1964-06-09T08:30,11.2,32.871,4.64,0.21,8.1,12.95,0.26,123200,120,123080,3.86,0.04,3.82,Erik Hagmeier
1964-06-10T09:00,11.4,32.597,,,,,,,,,,,,
1964-06-12T08:20,11.5,32.896,5,0.23,6,11.23,0.27,103920,280,103640,6.28,2.2,4.08,Erik Hagmeier
1964-06-13T09:00,12.5,32.964,,,,,,,,,,,,
1964-06-15T09:00,11.7,32.942,,,,,,,,,,,,
1964-06-16T09:00,12,32.956,4.21,0.23,5.5,9.94,0.31,93440,160,93280,3.67,0.64,3.03,Erik Hagmeier
1964-06-18T08:30,13.2,32.637,3.86,0.26,7.6,11.72,0.28,66280,640,65640,2.87,0.5,2.38,Erik Hagmeier
1964-06-20T08:20,12,33.073,2.64,0.19,5.9,8.73,0.32,222160,1560,220600,9.2,1.78,7.43,Erik Hagmeier
1964-06-22T08:40,12,33.125,3.21,0.23,6.5,9.94,0.26,128920,680,128240,6.82,1.4,5.43,Erik Hagmeier
1964-06-24T08:00,12.2,33.116,2.21,0.18,5.7,8.09,0.17,101880,1440,100440,11.28,7.58,3.7,Erik Hagmeier
1964-06-26T08:40,13.5,32.945,2.28,0.19,7.2,9.67,0.16,86320,3400,82920,14.93,7.26,7.67,Erik Hagmeier
1964-06-29T08:30,13.5,32.955,1.71,0.16,8.4,10.27,0.25,134320,1040,133280,10.61,2.56,8.05,Erik Hagmeier
1964-06-30T09:00,13.4,32.994,,,,,,,,,,,,
1964-07-01T09:30,13.7,32.796,1.93,0.12,10.8,12.85,0.03,169960,760,169200,9.97,0.86,9.11,Erik Hagmeier
1964-07-02T09:00,14,32.69,,,,,,,,,,,,
1964-07-03T08:45,14.1,32.561,2.28,0.13,12.1,14.51,0.3,158480,5120,153360,17.34,7.2,10.14,Erik Hagmeier
1964-07-06T09:00,13.7,32.739,,,,,,,,,,,,
1964-07-07T08:35,14.1,32.647,1.78,0.08,6.3,8.16,0.04,109740,280,109460,20.66,14.7,5.96,Erik Hagmeier
1964-07-09T08:45,14.2,32.561,1.21,0.07,6.1,7.38,0.03,196790,470,196320,11.37,0.44,10.93,Erik Hagmeier
1964-07-10T09:00,14.5,32.633,,,,,,,,,,,,
1964-07-13T10:00,14.5,32.695,1.43,0.11,11.9,13.44,,197380,2335,195045,18.15,0.7,17.45,Erik Hagmeier
1964-07-15T08:25,15.2,32.686,1.28,0.11,11.6,12.99,,328115,570,327545,15.86,0.63,15.23,Erik Hagmeier
1964-07-16T09:00,15.4,32.684,,,,,,,,,,,,
1964-07-17T08:40,15.1,32.714,1.28,0.11,11.8,13.19,,,,,,,,
1964-07-20T08:40,15.8,32.71,1,0.08,16.4,17.48,,221630,44125,177505,19.11,5.91,13.2,Erik Hagmeier
1964-07-21T09:00,15.6,32.784,,,,,,,,,,,,
1964-07-22T09:30,15.3,32.658,1.14,0.11,12.8,14.05,,378700,165380,213320,30.99,9.54,21.45,Erik Hagmeier
1964-07-23T09:00,15.4,32.498,,,,,,,,,,,,
1964-07-24T08:45,14.9,32.641,1.07,0.08,8.4,9.55,,302280,13740,288540,15.51,2.28,13.23,Erik Hagmeier
1964-07-27T09:10,15.7,32.591,0.78,0.06,9.3,10.14,,340980,72440,268540,26.48,12.05,14.42,Erik Hagmeier
1964-07-28T09:00,16.1,32.427,,,,,,,,,,,,
1964-07-29T08:40,15.8,32.526,0.78,0.05,5.6,6.43,0.14,206265,4990,201275,14.91,4.25,10.66,Erik Hagmeier
1964-07-31T08:40,16,32.617,0.64,0.03,6.9,7.57,,127360,4760,122600,24.86,4.8,20.06,Erik Hagmeier
1964-08-03T08:45,15.7,32.233,1.07,0.18,10.6,11.85,0.02,169200,44770,124430,34.76,24.42,10.34,Erik Hagmeier
1964-08-04T09:00,15.7,32.352,,,,,,,,,,,,
1964-08-05T10:10,15.8,32.032,1,0.18,10.4,11.58,0.04,240610,8770,231840,52.82,30.64,22.18,Erik Hagmeier
1964-08-07T08:45,16.1,32.212,1.14,0.16,9.8,11.1,0.33,153210,7270,145940,16.09,5.6,10.5,Erik Hagmeier
1964-08-10T10:00,16.4,32.254,1.07,0.08,7.2,8.35,,310000,13920,296080,21.9,4.65,17.25,Erik Hagmeier
1964-08-12T08:40,16.5,32.27,0.5,0.02,8.2,8.72,,,,,,,,
1964-08-13T09:00,16.8,31.705,,,,,,,,,,,,
1964-08-14T08:35,16.7,31.741,,,,,,,,,,,,
1964-08-17T09:50,16.7,32.014,0.5,0.06,6.4,6.96,0.24,197600,33120,164480,24.35,9.5,14.85,Erik Hagmeier
1964-08-18T09:00,16.9,31.916,,,,,,,,,,,,
1964-08-19T09:55,16.7,32.223,0.43,0.04,7.3,7.77,0.2,243560,94380,149180,26.68,13.14,13.54,Erik Hagmeier
1964-08-20T09:00,16.3,32.62,,,,,,,,,,,,
1964-08-21T08:40,16.1,32.508,0.57,0.05,6.9,7.52,0.33,309720,71600,238120,27.38,10.22,17.16,Erik Hagmeier
1964-08-24T09:05,16.5,32.189,0.36,0.03,9,9.39,,188120,13280,174840,19.73,9.67,10.06,Erik Hagmeier
1964-08-25T09:00,16.3,32.478,,,,,,,,,,,,
1964-08-26T08:35,16.6,32.51,0.5,0.03,5.5,6.03,,204620,11680,192940,26.9,5.01,21.89,Erik Hagmeier
1964-08-27T09:00,16.7,32.571,,,,,,,,,,,,
1964-08-28T09:00,,,0.43,0.04,8.8,9.27,0.22,248100,35220,212880,58.66,25.1,33.56,Erik Hagmeier
1964-08-29T09:00,16.8,32.283,,,,,,,,,,,,
1964-09-01T09:00,16.6,32.289,,,,,,,,,,,,
1964-09-02T09:00,16.5,32.252,,,,,,,,,,,,
1964-09-04T08:50,16.6,32.206,0.57,0.05,7.9,8.52,0.22,228560,2480,226080,19.41,1.17,18.24,Erik Hagmeier
1964-09-07T10:20,16.2,32.335,0.5,0.08,8.6,9.18,0.3,207840,1320,206520,18.1,1.86,16.24,Erik Hagmeier
1964-09-09T09:00,16.2,32.403,1,0.08,8.6,9.68,0.24,169620,37320,132300,49.97,41.55,8.42,Erik Hagmeier
1964-09-14T15:00,,,1.21,0.13,6.8,8.14,0.45,348400,2840,345560,38.98,2.64,36.34,Erik Hagmeier
1964-09-16T08:50,16,32.38,0.93,0.1,7.1,8.13,0.42,266960,3600,263360,25.2,4.54,20.67,Erik Hagmeier
1964-09-18T10:05,15.6,32.194,1.43,0.18,10.1,11.71,0.37,104600,840,103760,27.73,9.92,17.81,Erik Hagmeier
1964-09-22T08:35,14.4,31.845,3.78,0.43,11.6,15.81,0.99,510320,2640,507680,28.36,6.62,21.74,Erik Hagmeier
1964-09-23T09:00,14.7,31.643,,,,,,,,,,,,
1964-09-24T09:00,14.8,31.71,,,,,,,,,,,,
1964-09-25T08:50,14.8,31.965,1.93,0.26,8.6,10.79,0.63,198760,3320,195440,43.37,21.74,21.63,Erik Hagmeier
1964-09-28T08:45,15.1,32.273,1.28,0.06,7.6,8.94,0.83,165480,3040,162440,24.5,7.46,17.05,Erik Hagmeier
1964-09-30T08:45,14.7,32.165,2.14,0.22,14.1,16.46,0.98,139480,1320,138160,16.4,4.62,11.78,Erik Hagmeier
1964-10-01T09:00,14.5,31.996,,,,,,,,,,,,
1964-10-02T08:40,14.4,32.072,2.86,0.27,13.6,16.73,1.04,130560,4600,125960,35.17,12.08,23.09,Erik Hagmeier
1964-10-05T08:40,14,32.25,1.21,0.06,8.8,10.07,0.91,197200,1560,195640,31.38,3.81,27.57,Erik Hagmeier
1964-10-06T09:00,14.3,32.579,,,,,,,,,,,,
1964-10-07T09:35,14.3,32.824,1,0.06,7.3,8.36,0.39,159120,2040,157080,22.52,10.12,12.4,Erik Hagmeier
1964-10-08T09:00,14,32.866,,,,,,,,,,,,
1964-10-09T08:35,13.8,33.032,0.86,0.02,6.2,7.08,0.38,162520,2120,160400,17.77,3.38,14.39,Erik Hagmeier
1964-10-12T08:40,13.7,33.206,0.21,0.03,6.1,6.34,0.31,93120,1560,91560,43.48,23.66,19.82,Erik Hagmeier
1964-10-13T09:00,13.2,33.147,,,,,,,,,,,,
1964-10-14T08:55,13.1,33.162,0.78,0.11,7.1,7.99,0.33,136880,1200,135680,7.77,0.64,7.13,Erik Hagmeier
1964-10-15T09:00,13.1,33.11,,,,,,,,,,,,
1964-10-16T09:20,12.9,33.142,0.64,0.12,5.9,6.66,0.39,66040,560,65480,6.16,3.2,2.96,Erik Hagmeier
1964-10-19T08:40,12.8,33.067,0.71,0.12,7.9,8.73,0.25,74440,720,73720,11.7,3.62,8.08,Erik Hagmeier
1964-10-20T09:00,12.8,33.113,,,,,,,,,,,,
1964-10-21T08:40,12.6,33.12,0.78,0.12,8.8,9.7,0.4,,,,,,,
1964-10-23T09:10,12.5,33.115,1.07,0.17,8.1,9.34,0.58,82360,920,81440,4.44,1.06,3.38,Erik Hagmeier
1964-10-26T08:55,12,33.13,2.14,0.19,8,10.33,0.53,134440,640,133800,9.24,1.78,7.46,Erik Hagmeier
1964-10-27T09:00,11.8,33.137,,,,,,,,,,,,
1964-10-28T09:15,11.7,33.196,1.36,0.18,8.2,9.74,,127920,800,127120,10.49,2.04,8.45,Erik Hagmeier
1964-10-30T09:25,11.6,33.189,1.43,0.18,7.7,9.31,0.52,98160,520,97640,8.08,2.3,5.78,Erik Hagmeier
1964-11-02T09:50,11.5,33.179,1.36,0.16,7.9,9.42,0.5,,,,,,,
1964-11-03T09:00,11.2,33.204,,,,,,,,,,,,
1964-11-04T09:50,11.1,33.062,2,0.17,7.3,9.47,0.58,97800,760,97040,4.1,1.76,2.34,Erik Hagmeier
1964-11-05T09:00,11.2,33.034,,,,,,,,,,,,
1964-11-06T08:50,11,33.127,2.71,0.27,8.8,11.78,0.63,145160,80,145080,6.07,1.4,4.67,Erik Hagmeier
1964-11-09T08:50,10.3,33.166,2.57,0.15,8.8,11.52,0.47,168200,160,168040,6.15,0.44,5.71,Erik Hagmeier
1964-11-10T09:00,10.3,33.363,,,,,,,,,,,,
1964-11-11T09:00,10.6,33.443,,,,,,,,,,,,
1964-11-12T09:00,10.4,33.489,,,,,,,,,,,,
1964-11-13T10:15,10.4,33.383,2.36,0.16,12.2,14.72,0.64,301840,1600,300240,11.98,0.48,11.5,Erik Hagmeier
1964-11-19T09:45,9.1,32.453,8.43,0.61,14.8,23.84,0.9,135200,1960,133240,9.84,4.42,5.42,Erik Hagmeier
1964-11-20T09:00,9.4,32.668,,,,,,,,,,,,
1964-11-23T10:35,9.6,32.83,5.14,0.36,10.6,16.1,0.91,110480,280,110200,4.68,0.8,3.88,Erik Hagmeier
1964-11-24T09:00,9.6,32.856,,,,,,,,,,,,
1964-11-25T08:25,9.7,32.935,5.68,0.5,15.5,21.68,1.02,127720,1720,126000,11.61,0.86,10.75,Erik Hagmeier
1964-11-26T09:00,9.4,32.703,,,,,,,,,,,,
1964-11-27T10:00,9.4,32.739,4.71,0.33,8.9,13.94,0.68,83760,2520,81240,4.92,1.11,3.81,Erik Hagmeier
1964-11-30T10:10,8.3,32.238,8.14,0.75,13.9,22.79,,65160,0,65160,1.9,0,1.9,Erik Hagmeier
1964-12-01T09:00,8.7,32.857,,,,,,,,,,,,
1964-12-02T09:00,8.7,32.946,,,,,,,,,,,,
1964-12-03T09:00,9,33.349,,,,,,,,,,,,
1964-12-07T10:15,8.2,32.939,5.57,0.45,10.7,16.72,0.82,176080,1840,174240,6.99,0.59,6.4,Erik Hagmeier
1964-12-10T10:20,8.4,33.202,4,0.37,8.9,13.27,0.79,118240,1200,117040,4.1,0.5,3.6,Erik Hagmeier
1964-12-11T09:00,8.1,32.778,,,,,,,,,,,,
1964-12-14T10:15,7.8,32.693,7.64,1.03,6.6,15.27,1,428640,1440,427200,12.84,0.7,12.14,Erik Hagmeier
1964-12-15T09:00,7,31.893,,,,,,,,,,,,
1964-12-16T10:10,6.7,32.073,13.14,1.81,14.4,29.35,0.87,,,,,,,
1964-12-18T10:15,7.7,33.176,5.43,0.59,14.7,20.72,0.83,314520,160,314360,12.05,0.4,11.65,Erik Hagmeier
1964-12-21T10:20,7.2,33.114,7.43,0.43,10.2,18.06,0.86,146320,1200,145120,19.28,14.69,4.6,Erik Hagmeier
1964-12-22T09:00,6.8,32.935,,,,,,,,,,,,
1964-12-23T10:05,6.7,33.023,6.36,0.42,9.9,16.68,0.69,121320,280,121040,5.66,1.48,4.18,Erik Hagmeier
1964-12-28T10:35,5.5,32.799,11.64,1.05,9.1,21.79,0.95,172920,1640,171280,7.45,0.7,6.75,Erik Hagmeier
1964-12-29T09:00,5.4,32.61,,,,,,,,,,,,
