Date,Temp,Sal,Nitrate,Nitrite,Ammonium,DIN,Phosphate,Silicate,Phytopl,Diatoms,Flag,Phytopl_C,Diatom_C,Flag_C,Analyst
1966-03-10T09:00,3.1,33.563,,,,,,,,,,,,,
1966-03-11T09:55,3.1,33.631,9.64,0.41,5.1,15.15,0.67,13.8,10420,6420,4000,1.28,0.96,0.32,Erik Hagmeier
1966-03-14T10:15,3.1,30.859,22.71,1.06,12.1,35.87,0.48,27.9,11820,3820,8000,7.64,7.32,0.32,Erik Hagmeier
1966-03-15T09:00,3.2,31.168,,,,,,,,,,,,,
1966-03-16T09:55,3.2,28.903,,,,,,31.3,51360,31340,20020,2.4,1.56,0.84,Erik Hagmeier
1966-03-17T09:00,3.4,29.967,,,,,,,,,,,,,
1966-03-18T09:35,3.5,30.37,20.71,0.95,10.3,31.96,0.52,30.4,72480,64460,8020,3.41,2.73,0.68,Erik Hagmeier
1966-03-21T10:05,3.5,30.742,23.21,0.25,13.2,36.66,0.78,26.2,20060,13020,7040,7.75,7.45,0.3,Erik Hagmeier
1966-03-22T09:00,3.4,31.583,,,,,,,,,,,,,
1966-03-23T10:45,3.5,31.28,,,11.4,,0.81,24.4,48340,33180,15160,3.7,1.26,2.44,Erik Hagmeier
1966-03-24T09:00,3.5,31.269,,,,,,,,,,,,,
1966-03-25T10:00,3.4,31.606,18.93,0.99,10.9,30.82,1,24.5,54580,49440,5140,4.09,3.43,0.66,Erik Hagmeier
1966-03-28T10:00,3.5,31.127,20.71,1.09,11.1,32.9,1.44,34.7,29120,15100,14020,30.55,29.86,0.69,Erik Hagmeier
1966-03-29T09:00,3.7,30.219,,,,,,,,,,,,,
1966-03-30T09:25,3.5,30.482,24.29,1.03,11.8,37.12,1.75,36.9,61080,48020,13060,4.31,3.61,0.7,Erik Hagmeier
1966-03-31T09:00,3.9,28.884,,,,,,,,,,,,,
1966-04-01T09:25,4.2,28.456,24.86,2.02,12.4,39.28,1.16,28.2,131660,85520,46140,12.96,10.54,2.42,Erik Hagmeier
1966-04-04T09:25,4.4,30.212,26.43,1.47,11,38.9,0.96,32.1,54560,14500,40060,10.77,8.27,2.5,Erik Hagmeier
1966-04-05T09:00,5,27.502,,,,,,,,,,,,,
1966-04-06T10:05,5.1,29.401,30.64,1.71,12.3,44.65,1.05,33.4,60780,42780,18000,11.34,9.1,2.24,Erik Hagmeier
1966-04-07T09:00,4.3,30.508,,,,,,,,,,,,,
1966-04-12T10:10,3.7,32.3,17.07,0.84,7.2,25.11,0.76,14.7,29680,11600,18080,2.99,1.83,1.16,Erik Hagmeier
1966-04-13T09:00,3.2,32.265,,,,,,,,,,,,,
1966-04-14T09:00,3.5,30.435,,,,,,,,,,,,,
1966-04-15T10:10,3.5,29.514,31.5,1.88,13.2,46.58,,25.9,146720,108680,38040,11.66,9.62,2.04,Erik Hagmeier
1966-04-18T09:50,3.5,31.428,17.92,0.82,11.3,30.04,,14.1,90100,64020,26080,4.9,3.58,1.32,Erik Hagmeier
1966-04-19T09:00,3.7,30.656,,,,,,,,,,,,,
1966-04-20T09:45,3.7,31.799,,,,,,,33680,13660,20020,2.09,1.41,0.68,Erik Hagmeier
1966-04-21T09:00,3.8,31.892,,,,,,,,,,,,,
1966-04-22T09:20,4.2,30.784,26.21,1.19,14.1,41.5,0.77,20.4,46380,7200,39180,4.35,0.34,4.01,Erik Hagmeier
1966-04-25T10:00,5,31.755,21.29,0.91,18.6,40.8,0.71,17.5,25460,4460,21000,0.89,0.47,0.42,Erik Hagmeier
1966-04-26T09:00,6,30.532,,,,,,,,,,,,,
1966-04-27T09:55,5.4,29.37,27.29,1.36,14.4,43.05,0.96,20.4,43280,20180,23100,2.32,0.94,1.38,Erik Hagmeier
1966-04-28T09:00,5.3,29.464,,,,,,,,,,,,,
1966-04-29T08:25,5.9,27.907,39.93,1.61,19.6,61.14,1.05,29.9,74740,7440,67300,3.78,0.53,3.25,Erik Hagmeier
1966-05-02T09:50,6.8,28.267,31.43,1.55,19,51.98,1.05,26.1,69780,16720,53060,3.8,1.26,2.54,Erik Hagmeier
1966-05-03T09:00,7.2,28.627,,,,,,,,,,,,,
1966-05-04T09:50,6.7,30.124,30.93,1.19,13.5,45.62,0.85,23.4,88280,24120,64160,12.51,8.83,3.68,Erik Hagmeier
1966-05-05T09:00,6.7,30.025,,,,,,,,,,,,,
1966-05-06T10:00,6.6,31.085,25.43,1,16.4,42.83,0.92,18.6,56760,55580,1180,22.35,21.27,1.08,Erik Hagmeier
1966-05-09T07:45,7.6,30.579,26.79,1.08,13.8,41.67,0.78,18.1,88380,84120,4260,28.49,27.21,1.28,Erik Hagmeier
1966-05-10T09:00,7.1,32.072,,,,,,,,,,,,,
1966-05-11T10:00,7.2,31.484,21.71,0.91,14.3,36.92,0.73,15,90020,82900,7120,5.81,5.32,0.49,Erik Hagmeier
1966-05-12T09:00,7.2,31.688,,,,,,,,,,,,,
1966-05-13T09:45,7.4,32.163,,,8.8,,0.72,8.2,277680,264380,13300,52.22,50.38,1.84,Erik Hagmeier
1966-05-16T10:15,9.4,31.042,15.29,0.88,15.2,31.37,0.28,3.9,921880,921440,440,90.16,89.66,0.5,Erik Hagmeier
1966-05-17T09:00,8.9,32.047,,,,,,,,,,,,,
1966-05-18T09:30,9.1,32.722,9.21,0.5,15.1,24.81,0.19,3.6,1013040,878040,135000,78.46,58.16,20.3,Erik Hagmeier
1966-05-20T10:15,9.3,32.899,7.93,0.43,8,16.36,0.28,4.4,226560,171340,55220,63.8,51.77,12.03,Erik Hagmeier
1966-05-23T10:15,8.5,32.767,10.07,0.41,5.9,16.38,0.14,2.6,601820,595560,6260,54.53,50.47,4.06,Erik Hagmeier
1966-05-24T09:00,8.7,32.687,,,,,,,,,,,,,
1966-05-25T09:10,10.4,31.217,9.14,0.27,11.2,20.61,0.35,2.4,812240,454960,357280,103.55,87.49,16.06,Erik Hagmeier
1966-05-26T09:00,10.3,31.734,,,,,,,,,,,,,
1966-05-27T10:30,10.2,32.116,8.14,0.29,9,17.43,0.37,2.5,254880,239700,15180,23.3,20.58,2.72,Erik Hagmeier
1966-05-31T10:10,12.1,30.51,,,,,,,201280,147140,54140,108.09,104.58,3.51,Erik Hagmeier
1966-06-01T08:40,11,31.486,5.29,0.32,10.2,15.81,0.17,1.1,,,,,,,
1966-06-02T09:00,10.2,31.964,,,,,,,,,,,,,
1966-06-03T08:35,10.7,31.589,5.93,0.37,9.6,15.9,0.17,2,63560,48200,15360,43.31,42.58,0.73,Erik Hagmeier
1966-06-06T10:30,13.4,30.903,4.93,0.33,10.5,15.76,0.12,0.8,126860,110280,16580,91.8,87.36,4.44,Erik Hagmeier
1966-06-07T09:00,13.8,30.749,,,,,,,,,,,,,
1966-06-08T09:50,13.4,30.369,4,0.27,10.9,15.17,0.16,1.3,177080,156100,20980,131.44,127.74,3.7,Erik Hagmeier
1966-06-09T09:00,13.6,30.385,,,,,,,,,,,,,
1966-06-10T08:35,13.7,30.014,5.57,0.34,15.7,21.61,0.29,4.6,129960,114480,15480,71.8,69.54,2.26,Erik Hagmeier
1966-06-13T09:45,14.6,29.758,6.43,0.35,11.8,18.58,0.31,3.9,35060,18140,16920,8.43,5.57,2.85,Erik Hagmeier
1966-06-14T09:00,15,29.482,,,,,,,,,,,,,
1966-06-15T10:00,15.8,29.249,8.57,0.36,12.3,21.23,0.27,3.1,23960,8180,15780,3.79,2.58,1.21,Erik Hagmeier
1966-06-16T09:00,15.4,30.085,,,,,,,,,,,,,
1966-06-20T09:25,12.4,32.067,4.93,0.3,13.6,18.83,0.25,4.1,102660,82300,20360,30.83,27.82,3.01,Erik Hagmeier
1966-06-21T09:00,12.8,32.182,,,,,,,,,,,,,
1966-06-22T07:50,13.1,32.276,3.93,0.28,15,19.21,0.24,4.7,155840,96160,59680,37.58,31,6.58,Erik Hagmeier
1966-06-23T09:00,13.5,32.131,,,,,,,,,,,,,
1966-06-24T10:05,13,32.42,2.93,0.3,13.6,16.83,0.24,3.3,46040,19320,26720,12.6,6.38,6.22,Erik Hagmeier
1966-06-27T10:15,13.5,32.251,2.43,0.29,15.6,18.32,0.18,4.1,81640,31960,49680,23,8.22,14.78,Erik Hagmeier
1966-06-29T09:00,,,,,,,,,35160,23180,11980,17.91,7.81,10.1,Erik Hagmeier
1966-06-30T09:00,14.9,31.536,,,,,,,,,,,,,
1966-07-01T10:05,15.3,31.335,3.21,0.28,12.3,15.79,0.37,6.7,39960,9220,30740,26.32,12.31,14.01,Erik Hagmeier
1966-07-04T10:20,16.5,30.782,1,0.19,8.7,9.89,0.2,3.5,65700,37560,28140,26.07,15.09,10.98,Erik Hagmeier
1966-07-05T09:00,16.2,30.872,,,,,,,,,,,,,
1966-07-06T09:15,15.4,31.238,2.14,0.26,11.9,14.3,0.31,3.9,48920,26180,22740,15.87,8.65,7.22,Erik Hagmeier
1966-07-07T09:00,15.1,31.433,,,,,,,,,,,,,
1966-07-08T09:30,14.9,31.637,1.43,0.2,11,12.63,0.4,5.7,46880,21460,25420,21.61,15.77,5.84,Erik Hagmeier
1966-07-11T09:40,16.2,30.428,,,,,,,141360,81040,60320,123.68,72.72,50.96,Erik Hagmeier
1966-07-12T09:00,15.6,31.037,,,,,,,,,,,,,
1966-07-13T09:50,16,30.962,0.79,0.15,12.6,13.54,0.32,5.2,113900,52000,61900,61.31,25.86,35.45,Erik Hagmeier
1966-07-14T09:00,15.9,31.067,,,,,,,,,,,,,
1966-07-15T09:50,15.8,31.129,0.71,0.13,11.1,11.94,0.27,1.5,119980,42740,77240,130.71,19.63,111.08,Erik Hagmeier
1966-07-18T09:00,,,1.07,0.17,13.9,15.14,0.31,4.6,122620,28460,94160,175.52,10.65,164.87,Erik Hagmeier
1966-07-19T09:00,16.6,30.019,,,,,,,,,,,,,
1966-07-20T09:50,16.3,29.645,7.29,0.4,11.7,19.39,0.48,3.6,210100,113760,96340,75.09,45.05,30.04,Erik Hagmeier
1966-07-21T09:00,16.7,29.527,,,,,,,,,,,,,
1966-07-22T09:30,17,29.644,8.43,0.48,11.6,20.51,0.41,6.1,267860,146620,121240,221.68,50.2,171.48,Erik Hagmeier
1966-07-25T09:50,16.8,30.645,0.86,,12.9,,,1.5,550580,445600,104980,296.83,112.05,184.78,Erik Hagmeier
1966-07-26T09:00,16.1,31.385,,,,,,,,,,,,,
1966-07-27T09:45,15.9,31.402,1.07,0.12,12.6,13.79,0.22,2.5,305690,259470,46220,155.64,68.94,86.7,Erik Hagmeier
1966-07-28T09:00,16,30.731,,,,,,,,,,,,,
1966-07-29T09:45,15.7,31.128,1,0.16,10,11.16,0.26,3.1,195800,115880,79920,202.21,38.27,163.94,Erik Hagmeier
1966-08-01T10:00,15.5,31.647,0.93,0.16,12.4,13.49,0.22,3.5,108620,48260,60360,125.08,28.72,96.36,Erik Hagmeier
1966-08-02T09:00,15.6,31.847,,,,,,,,,,,,,
1966-08-03T10:20,15.7,31.81,1.71,0.16,13,14.87,0.26,3.8,76660,39220,37440,104.59,67.59,37,Erik Hagmeier
1966-08-04T09:00,15.9,32.012,,,,,,,,,,,,,
1966-08-05T09:15,15.5,32.076,1.5,0.21,10.6,12.31,0.32,5.4,27460,14880,12580,21.24,14.56,6.68,Erik Hagmeier
1966-08-08T09:10,16,31.591,2.14,0.32,9.4,11.86,0.46,3.5,229140,205740,23400,75.71,66.44,9.27,Erik Hagmeier
1966-08-10T10:30,15.9,31.925,1.86,0.29,11.4,13.55,0.48,4,53100,32420,20680,24.96,22.03,2.93,Erik Hagmeier
1966-08-12T09:45,16.4,32.067,1.43,0.26,9.1,10.79,0.46,2.6,66240,35480,30760,29.1,25.28,3.82,Erik Hagmeier
1966-08-15T10:00,16.1,32.287,1.21,0.16,12.5,13.87,0.42,3.2,56440,30800,25640,27.58,24.46,3.12,Erik Hagmeier
1966-08-17T09:00,,,4.21,0.34,11.4,15.95,1.25,2.3,309100,287540,21560,66.64,60.86,5.78,Erik Hagmeier
1966-08-19T09:00,,,3.64,0.31,11.7,15.65,0.29,1.9,751080,712620,38460,90.12,66.6,23.52,Erik Hagmeier
1966-08-22T08:15,17.1,29.871,3.29,0.29,12.4,15.98,0.33,1.5,1154840,1112520,42320,99.37,91.94,7.43,Erik Hagmeier
1966-08-23T09:00,16.7,30.166,,,,,,,,,,,,,
1966-08-24T08:15,16.4,31.086,1.43,0.2,9.1,10.73,0.44,1.6,1355680,1287000,68680,64.29,59.51,4.78,Erik Hagmeier
1966-08-25T09:00,16.4,31.203,,,,,,,,,,,,,
1966-08-26T08:15,16.1,30.687,1.57,0.19,9.8,11.56,0.27,1.1,1639120,1483780,155340,54.52,46.91,7.61,Erik Hagmeier
1966-08-29T08:20,16.4,30.3,3.43,0.31,7.9,11.64,0.33,2.8,1355040,1289820,65220,49.26,47.1,2.16,Erik Hagmeier
1966-08-30T09:00,,30.733,,,,,,,,,,,,,
1966-08-31T08:25,16.6,31.358,0.71,0.07,9.9,10.68,0.19,2.4,535180,496485,38695,62.32,38.66,23.66,Erik Hagmeier
1966-09-01T09:00,,31.773,,,,,,,,,,,,,
1966-09-02T08:45,16.6,31.91,0.86,0.1,7.2,8.16,0.4,3.4,279070,239250,39820,25.43,12.81,12.62,Rita Colbourn
1966-09-05T08:20,16.4,31.891,1.86,0.2,11,13.06,0.59,3.9,142700,75980,66720,12.87,9.75,3.11,Rita Colbourn
1966-09-06T09:00,16.5,31.698,,,,,,,,,,,,,
1966-09-07T08:20,16.3,32.043,2.57,0.23,12.3,15.1,0.57,,98840,25520,73320,7.54,5.56,1.98,Rita Colbourn
1966-09-08T09:00,16.2,31.587,,,,,,,,,,,,,
1966-09-09T08:25,16.1,31.162,2.36,0.27,10.2,12.83,0.56,2.9,2437620,2429520,8100,61.94,59.36,2.58,Rita Colbourn
1966-09-12T08:20,16.6,30.461,2.64,0.26,11.1,14,0.48,2.2,14716500,14611200,105300,355.3,339.16,16.14,Rita Colbourn
1966-09-13T09:00,16.6,29.633,,,,,,,,,,,,,
1966-09-14T09:10,16.1,31.004,3.57,0.24,10.7,14.51,0.77,3.9,3557540,3536460,21080,109.84,106.95,2.89,Rita Colbourn
1966-09-15T09:00,16.2,31.225,,,,,,,,,,,,,
1966-09-16T08:35,15.6,31.243,3.86,0.35,10.6,14.81,0.96,6.2,435940,384840,51100,19.32,17.52,1.8,Rita Colbourn
1966-09-19T09:00,,,,,,,,,272040,196860,75180,18.11,16.1,2.01,Rita Colbourn
1966-09-20T09:00,15.8,31.244,,,,,,,,,,,,,
1966-09-21T08:30,15.7,31.254,1.57,0.36,10.7,12.63,0.71,7,145200,57860,87340,35.32,32.06,3.26,Rita Colbourn
1966-09-22T09:00,15.8,31.074,,,,,,,,,,,,,
1966-09-23T08:35,15.7,30.894,6.93,0.44,10.6,17.97,0.74,5.2,176440,171620,4820,38.06,35.78,2.28,Rita Colbourn
1966-09-26T08:40,15.2,30.166,,,,,,,156890,51490,105400,22.71,16.52,6.19,Rita Colbourn
1966-09-27T09:00,15.2,30.305,,,,,,,,,,,,,
1966-09-28T09:00,14.8,30.074,,,,,,,,,,,,,
1966-09-29T09:00,14.9,30.331,,,,,,,,,,,,,
1966-09-30T08:55,14.9,29.009,,,,,,,167560,23860,143700,18.79,13.71,5.08,Rita Colbourn
1966-10-03T08:50,14.9,29.515,,,,,,,238200,13060,225140,7.98,2.59,5.39,Rita Colbourn
1966-10-04T09:00,15.2,30.197,,,,,,,,,,,,,
1966-10-05T08:30,14.4,29.123,8.14,0.93,11.2,20.27,1.06,11.8,109380,10660,98720,5.63,0.94,4.69,Rita Colbourn
1966-10-06T09:00,14.3,28.904,,,,,,,,,,,,,
1966-10-07T08:25,14.8,29.539,10.43,0.95,11.9,23.28,1.01,10.7,76840,11640,65200,3.42,1.61,1.8,Rita Colbourn
1966-10-10T08:20,14.5,29.082,11,1.1,13.1,25.2,1.3,14,118420,5680,112740,2.75,0.29,2.46,Rita Colbourn
1966-10-11T09:00,14.5,29.07,,,,,,,,,,,,,
1966-10-12T09:40,14.6,30.286,10.57,0.83,12.4,23.8,1.03,13.5,87480,6300,81180,2.08,0.22,1.86,Rita Colbourn
1966-10-14T08:30,14,29.952,12.64,1.06,10.4,24.1,1.38,15.9,67560,6340,61220,2.04,0.64,1.39,Rita Colbourn
1966-10-17T10:15,14.7,32.469,2.71,0.33,10.7,13.74,0.69,9.9,73380,2320,71060,7.2,0.65,6.55,Rita Colbourn
1966-10-18T09:00,14.5,32.571,,,,,,,,,,,,,
1966-10-19T09:30,14.4,32.709,1.71,0.33,8.9,10.94,0.69,7.1,19080,7400,11680,2.09,0.84,1.26,Rita Colbourn
1966-10-20T09:00,14.4,32.772,,,,,,,,,,,,,
1966-10-21T08:15,14.4,32.963,1.14,0.26,10.3,11.7,0.62,6.1,129660,3700,125960,3.41,0.5,2.92,Rita Colbourn
1966-10-24T09:05,13.5,32.949,2,0.31,10.3,12.61,0.66,8.1,94540,2640,91900,2.96,0.54,2.43,Rita Colbourn
1966-10-25T09:00,13.4,32.396,,,,,,,,,,,,,
1966-10-26T08:15,13.5,32.546,3.07,0.52,11.4,14.99,0.81,8.6,152460,5700,146760,4.5,0.85,3.65,Rita Colbourn
1966-10-27T09:00,13.3,32.194,,,,,,,,,,,,,
1966-10-28T08:15,12.9,32.237,4.86,0.63,11.4,16.89,0.82,10.6,253280,6680,246600,6.77,1.09,5.68,Rita Colbourn
1966-10-31T09:00,12.8,32.567,,,,,,,,,,,,,
1966-11-01T09:00,12.5,32.822,,,,,,,,,,,,,
1966-11-02T10:10,12,32.823,3.93,0.5,11.7,16.13,0.77,11.7,194160,10860,183300,6.43,2.06,4.37,Rita Colbourn
1966-11-03T09:00,12.7,32.332,,,,,,,,,,,,,
1966-11-04T09:15,11.7,32.935,2.57,0.47,9.4,12.44,0.79,7.3,231220,14190,217030,9.18,0.99,8.19,Rita Colbourn
1966-11-07T09:40,12.1,33.298,2.36,0.31,10,12.67,0.65,8.1,138300,4900,133400,9.12,0.68,8.44,Rita Colbourn
1966-11-08T08:50,12.1,33.338,,,,,,,144900,4820,140080,8.34,0.77,7.57,Rita Colbourn
1966-11-09T08:30,12.3,33.319,,0.34,,,0.54,,102470,9450,93020,9.94,0.86,9.08,Rita Colbourn
1966-11-10T09:55,11.9,33.272,1.64,0.31,1.6,3.55,0.69,6.3,73770,6470,67300,7.68,0.88,6.8,Rita Colbourn
1966-11-11T09:25,,,3.29,0.32,3.3,6.91,0.72,10.1,63400,4620,58780,7.94,0.75,7.19,Rita Colbourn
1966-11-14T09:50,11,33.533,3.43,0.56,3.4,7.39,0.89,7,87180,6760,80420,13,4.49,8.51,Rita Colbourn
1966-11-15T09:00,10.9,33.038,,,,,,,,,,,,,
1966-11-17T09:00,10.8,33.179,,,,,,,,,,,,,
1966-11-18T08:00,10.7,33.232,2,0.45,2,4.45,0.65,5.6,123740,6980,116760,10.18,3.53,6.65,Rita Colbourn
1966-11-21T09:45,9.3,32.438,5.71,0.79,5.7,12.2,1.01,9.1,117980,5620,112360,8.12,1.72,6.4,Rita Colbourn
1966-11-23T10:05,9,32.401,6.07,0.8,6.1,12.97,0.83,9.7,134280,7580,126700,12.2,4.89,7.3,Rita Colbourn
1966-11-24T09:00,9.5,32.936,,,,,,,,,,,,,
1966-11-25T10:15,9.4,33.001,4,0.55,4,8.55,0.65,4.6,174860,11740,163120,31.21,17.81,13.4,Rita Colbourn
1966-11-28T10:00,9.4,33.044,3.71,0.49,3.7,7.9,0.89,7,201295,20135,181160,38.47,28.06,10.41,Rita Colbourn
1966-11-29T09:00,9.3,33.003,,,,,,,,,,,,,
1966-12-02T09:00,9.1,33.03,,,,,,,146460,21480,124980,36.83,31.3,5.53,Rita Colbourn
1966-12-05T09:50,8.6,32.962,3,0.23,3,6.23,0.62,5.6,65440,17060,48380,41.41,25.84,15.57,Rita Colbourn
1966-12-06T09:00,8.3,32.947,,,,,,,,,,,,,
1966-12-07T10:15,8.2,32.88,2.93,0.43,2.9,6.26,0.79,5.6,98820,17020,81800,35.04,25.96,9.08,Rita Colbourn
1966-12-08T09:00,8.1,32.876,,,,,,,,,,,,,
1966-12-09T10:05,7.9,32.902,2.79,0.34,2.8,5.93,0.77,5.5,120760,11560,109200,33.91,19.81,14.09,Rita Colbourn
1966-12-12T10:05,7.3,32.744,3.43,0.52,3.4,7.35,0.67,6.7,91400,6260,85140,20.09,8.08,12.01,Rita Colbourn
1966-12-13T09:00,7.2,32.711,,,,,,,,,,,,,
1966-12-14T10:10,6.9,32.748,3.5,0.53,3.5,7.53,0.81,6.1,68440,6580,61860,13,7.82,5.18,Rita Colbourn
1966-12-15T09:00,6.9,32.702,,,,,,,,,,,,,
1966-12-16T09:40,7.6,32.623,4.79,0.69,4.8,10.28,0.79,7.1,171410,13890,157520,20.42,15.35,5.07,Rita Colbourn
1966-12-19T10:05,6.8,32.525,4.71,0.71,4.7,10.12,1.12,8.7,62640,3120,59520,7.84,4.08,3.76,Rita Colbourn
1966-12-20T09:00,6.1,31.213,,,,,,,,,,,,,
1966-12-21T10:20,5.9,31.245,11.43,1.24,11.4,24.07,1.02,16,114080,7200,106880,11.25,3.03,8.22,Rita Colbourn
1966-12-23T10:10,5.9,31.43,11,1.19,11,23.19,0.97,14.4,97000,4840,92160,9.56,1.25,8.31,Rita Colbourn
1966-12-27T10:25,4.9,30.214,17.29,1.81,17.3,36.4,1.06,22.8,120880,6640,114240,10.81,1.84,8.97,Rita Colbourn
1966-12-28T09:00,4.9,30.614,,,,,,,,,,,,,
1966-12-29T09:00,5.4,31.367,,,,,,,,,,,,,
1966-12-30T09:20,5.7,32.066,9.64,1.07,12.4,23.11,0.78,11.3,98320,3220,95100,6.36,1.19,5.17,Rita Colbourn
